"state","name","dem","rep","other","totalvotes","margin","remainingvote"
"Minnesota","Clay",16345,15031,839,32215,1314,"6%"
"Minnesota","Clearwater",1258,3371,76,4705,-2113,"0%"
"Minnesota","Cook",2496,1203,NA,3785,1293,"0%"
"Minnesota","Cottonwood",1834,4165,NA,6097,-2331,"5%"
"Minnesota","Crow Wing",13726,25676,NA,40073,-11950,"0%"
"Minnesota","Dakota",145510,109183,6414,261107,36327,"3%"
"Minnesota","Dodge",4074,7774,305,12153,-3700,"0%"
"Minnesota","Douglas",7868,15799,NA,24120,-7931,"5%"
"Minnesota","Faribault",2531,5191,NA,7892,-2660,"0%"
"Minnesota","Fillmore",4551,7301,NA,12104,-2750,"1%"
"Minnesota","Freeborn",6889,9578,NA,16791,-2689,"0%"
"Minnesota","Goodhue",11805,16052,NA,28566,-4247,"4%"
"Minnesota","Grant",1300,2269,NA,3650,-969,"2%"
"Minnesota","Hennepin",532608,205966,NA,753159,326642,"5%"
"Minnesota","Houston",4851,6334,253,11438,-1483,"2%"
"Minnesota","Hubbard",4462,8202,NA,12927,-3740,"3%"
"Minnesota","Isanti",7138,16491,NA,24162,-9353,"0%"
"Minnesota","Itasca",10787,15239,NA,26512,-4452,"0%"
"Minnesota","Jackson",1745,3948,NA,5813,-2203,"4%"
"Minnesota","Kanabec",2774,6278,NA,9224,-3504,"0%"
"Minnesota","Kandiyohi",8440,14437,NA,23313,-5997,"3%"
"Minnesota","Kittson",1006,1546,87,2639,-540,"0%"
"Minnesota","Koochiching",2657,4131,132,6920,-1474,"0%"
"Minnesota","Lac Qui Parle",1445,2527,67,4039,-1082,"5%"
"Minnesota","Lake",3646,3392,162,7200,254,"9%"
"Minnesota","Lake of the Woods",671,1704,NA,2405,-1033,"0%"
"Minnesota","Le Sueur",5671,10775,NA,16775,-5104,"0%"
"Minnesota","Lincoln",937,2120,57,3114,-1183,"7%"
"Minnesota","Lyon",4630,7979,280,12889,-3349,"0%"
"Minnesota","Mahnomen",1112,1143,NA,2303,-31,"0%"
"Minnesota","Marshall",1295,3721,NA,5101,-2426,"1%"
"Minnesota","Martin",3304,7476,258,11038,-4172,"0%"
"Minnesota","McLeod",6413,13986,NA,20888,-7573,"0%"
"Minnesota","Meeker",3867,9358,NA,13496,-5491,"0%"
"Minnesota","Mille Lacs",4403,9953,NA,14666,-5550,"0%"
"Minnesota","Morrison",4367,14819,NA,19523,-10452,"0%"
"Minnesota","Mower",8997,10067,NA,19441,-1070,"4%"
"Minnesota","Murray",1449,3363,NA,4883,-1914,"4%"
"Minnesota","Nicollet",9622,9018,484,19124,604,"10%"
"Minnesota","Nobles",2928,5598,182,8708,-2670,"0%"
"Minnesota","Norman",1404,1954,NA,3434,-550,"2%"
"Minnesota","Olmsted",49492,39692,NA,91086,9800,"2%"
"Minnesota","Otter Tail",11940,23794,638,36372,-11854,"4%"
"Minnesota","Pennington",2568,4532,NA,7263,-1964,"0%"
"Minnesota","Pine",5416,10256,326,15998,-4840,"0%"
"Minnesota","Pipestone",1306,3553,NA,4932,-2247,"0%"
"Minnesota","Polk",5435,9857,289,15581,-4422,"4%"
"Minnesota","Pope",2478,4413,128,7019,-1935,"0%"
"Minnesota","Ramsey",211628,77381,NA,294849,134247,"8%"
"Minnesota","Red Lake",689,1450,51,2190,-761,"0%"
"Minnesota","Redwood",2358,5775,157,8290,-3417,"0%"
"Minnesota","Renville",2497,5465,NA,8115,-2968,"0%"
"Minnesota","Rice",17402,17463,NA,35608,-61,"5%"
"Minnesota","Rock",1554,3580,101,5235,-2026,"0%"
"Minnesota","Roseau",2188,6065,NA,8408,-3877,"0%"
"Minnesota","Scott",40037,45871,NA,87729,-5834,"0%"
"Minnesota","Sherburne",18065,36221,NA,55486,-18156,"1%"
"Minnesota","Sibley",2417,5864,170,8451,-3447,"0%"
"Minnesota","St. Louis",67836,49214,2809,119859,18622,"10%"
"Minnesota","Stearns",31883,50960,NA,84647,-19077,"8%"
"Minnesota","Steele",7917,12656,NA,21076,-4739,"5%"
"Minnesota","Stevens",1921,3044,97,5062,-1123,"0%"
"Minnesota","Swift",1784,3316,NA,5185,-1532,"0%"
"Minnesota","Todd",3286,9755,NA,13238,-6469,"0%"
"Minnesota","Traverse",662,1173,NA,1864,-511,"6%"
"Minnesota","Wabasha",4696,8153,NA,13097,-3457,"0%"
"Minnesota","Wadena",2023,5520,NA,7661,-3497,"0%"
"Minnesota","Waseca",3496,6624,269,10389,-3128,"0%"
"Minnesota","Washington",89164,73764,NA,166267,15400,"1%"
"Minnesota","Watonwan",1987,3103,NA,5191,-1116,"0%"
"Minnesota","Wilkin",1027,2333,75,3435,-1306,"3%"
"Minnesota","Winona",13333,13227,NA,27108,106,"14%"
"Minnesota","Wright",28427,51970,2023,82420,-23543,"0%"
"Minnesota","Yellow Medicine",1685,3734,106,5525,-2049,"0%"
"Missouri","Adair",3705,6391,241,10337,-2686,"0%"
"Missouri","Andrew",2351,7256,168,9775,-4905,"0%"
"Missouri","Atchison",564,2199,NA,2814,-1635,"0%"
"Missouri","Audrain",2703,7727,230,10660,-5024,"0%"
"Missouri","Barry",2948,12425,NA,15598,-9477,"0%"
"Missouri","Barton",844,5168,65,6077,-4324,"0%"
"Missouri","Bates",1672,6595,168,8435,-4923,"0%"
"Missouri","Benton",2179,8106,193,10478,-5927,"0%"
"Missouri","Bollinger",749,5162,70,5981,-4413,"0%"
"Missouri","Boone",50064,38646,2616,91326,11418,"1%"
"Missouri","Buchanan",13445,22450,818,36713,-9005,"5%"
"Missouri","Butler",3301,14599,265,18165,-11298,"0%"
"Missouri","Caldwell",897,3725,74,4696,-2828,"0%"
"Missouri","Callaway",5868,14812,498,21178,-8944,"0%"
"Missouri","Camden",5640,18825,309,24774,-13185,"0%"
"Missouri","Cape Girardeau",10738,28873,NA,40252,-18135,"1%"
"Missouri","Carroll",785,3706,NA,4531,-2921,"1%"
"Missouri","Carter",418,2451,37,2906,-2033,"0%"
"Missouri","Cass",19035,37172,1317,57524,-18137,"0%"
"Missouri","Cedar",1143,5786,NA,7039,-4643,"0%"
"Missouri","Chariton",916,3109,49,4074,-2193,"0%"
"Missouri","Christian",11126,34904,874,46904,-23778,"0%"
"Missouri","Clark",678,2672,NA,3394,-1994,"0%"
"Missouri","Clay",59519,64583,2516,126618,-5064,"0%"
"Missouri","Clinton",2894,7789,211,10894,-4895,"0%"
"Missouri","Cole",12687,26066,NA,39486,-13379,"4%"
"Missouri","Cooper",2249,6272,189,8710,-4023,"0%"
"Missouri","Crawford",2113,8725,NA,10973,-6612,"0%"
"Missouri","Dade",656,3414,53,4123,-2758,"0%"
"Missouri","Dallas",1380,6620,122,8122,-5240,"0%"
"Missouri","Daviess",740,3077,67,3884,-2337,"0%"
"Missouri","DeKalb",930,3827,NA,4842,-2897,"0%"
"Missouri","Dent",1056,5987,NA,7142,-4931,"0%"
"Missouri","Douglas",1012,5896,86,6994,-4884,"0%"
"Missouri","Dunklin",2200,8135,NA,10419,-5935,"7%"
"Missouri","Franklin",14561,38034,1155,53750,-23473,"1%"
"Missouri","Gasconade",1601,6222,111,7934,-4621,"0%"
"Missouri","Gentry",613,2580,46,3239,-1967,"0%"
"Missouri","Greene",55068,83630,3574,142272,-28562,"0%"
"Missouri","Grundy",799,3585,NA,4437,-2786,"4%"
"Missouri","Harrison",597,3198,30,3825,-2601,"1%"
"Missouri","Henry",2615,8019,NA,10776,-5404,"0%"
"Missouri","Hickory",1054,3965,61,5080,-2911,"0%"
"Missouri","Holt",338,1976,30,2344,-1638,"5%"
"Missouri","Howard",1412,3552,NA,5089,-2140,"0%"
"Missouri","Howell",3214,15174,NA,18637,-11960,"0%"
"Missouri","Iron",945,3596,NA,4592,-2651,"0%"
"Missouri","Jackson",198652,126308,7642,332602,72344,"3%"
"Missouri","Jasper",13539,37714,1262,52515,-24175,"0%"
"Missouri","Jefferson",37507,77021,2101,116629,-39514,"0%"
"Missouri","Johnson",6961,15468,705,23134,-8507,"0%"
"Missouri","Knox",340,1486,30,1856,-1146,"0%"
"Missouri","LaClede",2779,13755,285,16819,-10976,"0%"
"Missouri","Lafayette",4470,12262,351,17083,-7792,"0%"
"Missouri","Lawrence",3214,14421,295,17930,-11207,"0%"
"Missouri","Lewis",984,3541,82,4607,-2557,"1%"
"Missouri","Lincoln",6553,21702,NA,28814,-15149,"0%"
"Missouri","Linn",1274,4344,NA,5700,-3070,"3%"
"Missouri","Livingston",1409,5266,NA,6755,-3857,"0%"
"Missouri","Macon",1661,6075,NA,7834,-4414,"0%"
"Missouri","Madison",1017,4581,73,5671,-3564,"0%"
"Missouri","Maries",814,3890,70,4774,-3076,"0%"
"Missouri","Marion",3201,9910,259,13370,-6709,"0%"
"Missouri","McDonald",1437,7465,NA,9050,-6028,"0%"
"Missouri","Mercer",222,1541,NA,1779,-1319,"3%"
"Missouri","Miller",2038,10175,NA,12379,-8137,"0%"
"Missouri","Mississippi",1178,3537,41,4756,-2359,"0%"
"Missouri","Moniteau",1307,5738,NA,7150,-4431,"0%"
"Missouri","Monroe",931,3466,NA,4467,-2535,"0%"
"Missouri","Montgomery",1206,4457,107,5770,-3251,"0%"
"Missouri","Morgan",1924,7439,NA,9484,-5515,"0%"
"Missouri","New Madrid",1748,5447,NA,7248,-3699,"6%"
"Missouri","Newton",5793,22090,513,28396,-16297,"0%"
"Missouri","Nodaway",2849,6855,NA,9874,-4006,"3%"
"Missouri","Oregon",823,3847,72,4742,-3024,"3%"
"Missouri","Osage",1031,6341,NA,7449,-5310,"0%"
"Missouri","Ozark",752,4064,54,4870,-3312,"0%"
"Missouri","Pemiscot",1556,4116,NA,5727,-2560,"14%"
"Missouri","Perry",1661,7634,134,9429,-5973,"0%"
"Missouri","Pettis",4776,13835,NA,19069,-9059,"0%"
"Missouri","Phelps",5619,13438,NA,19495,-7819,"3%"
"Missouri","Pike",1717,5856,NA,7686,-4139,"1%"
"Missouri","Platte",28111,29251,1161,58523,-1140,"0%"
"Missouri","Polk",2883,11849,NA,15059,-8966,"0%"
"Missouri","Pulaski",3735,10326,NA,14405,-6591,"2%"
"Missouri","Putnam",361,1984,NA,2361,-1623,"4%"
"Missouri","Ralls",1205,4396,NA,5662,-3191,"0%"
"Missouri","Randolph",2485,8018,NA,10742,-5533,"1%"
"Missouri","Ray",3107,8328,219,11654,-5221,"0%"
"Missouri","Reynolds",529,2733,NA,3298,-2204,"2%"
"Missouri","Ripley",833,4838,72,5743,-4005,"0%"
"Missouri","Saline",2903,6447,178,9528,-3544,"0%"
"Missouri","Schuyler",373,1606,26,2005,-1233,"0%"
"Missouri","Scotland",387,1560,38,1985,-1173,"0%"
"Missouri","Scott",3753,13769,226,17748,-10016,"0%"
"Missouri","Shannon",706,3164,38,3908,-2458,"4%"
"Missouri","Shelby",592,2699,64,3355,-2107,"0%"
"Missouri","St. Charles",89346,128193,4636,222175,-38847,"0%"
"Missouri","St. Clair",988,3930,NA,4972,-2942,"4%"
"Missouri","St. Francois",7044,20506,NA,27996,-13462,"0%"
"Missouri","St. Louis City",110089,21474,2809,134372,88615,"0%"
"Missouri","St. Louis County",328151,199493,8802,536446,128658,"8%"
"Missouri","Ste. Genevieve",2713,6627,155,9495,-3914,"0%"
"Missouri","Stoddard",1814,11460,136,13410,-9646,"4%"
"Missouri","Stone",3506,14800,214,18520,-11294,"0%"
"Missouri","Sullivan",478,1974,NA,2471,-1496,"9%"
"Missouri","Taney",5325,20426,489,26240,-15101,"0%"
"Missouri","Texas",1716,9478,138,11332,-7762,"1%"
"Missouri","Vernon",1902,7135,NA,9164,-5233,"0%"
"Missouri","Warren",4769,13222,NA,18373,-8453,"0%"
"Missouri","Washington",1804,8046,NA,9971,-6242,"0%"
"Missouri","Wayne",844,4984,NA,5874,-4140,"3%"
"Missouri","Webster",3572,14874,330,18776,-11302,"0%"
"Missouri","Worth",215,877,NA,1107,-662,"0%"
"Missouri","Wright",1167,7452,NA,8737,-6285,"0%"
"Mississippi","Adams",7917,5696,146,13759,2221,"0%"
"Mississippi","Alcorn",2782,12818,211,15811,-10036,"0%"
"Mississippi","Amite",2620,4503,84,7207,-1883,"0%"
"Mississippi","Attala",3542,5178,112,8832,-1636,"0%"
"Mississippi","Benton",1679,2570,43,4292,-891,"0%"
"Mississippi","Bolivar",8904,4671,180,13755,4233,"0%"
"Mississippi","Calhoun",1902,4625,68,6595,-2723,"0%"
"Mississippi","Carroll",1729,3924,52,5705,-2195,"3%"
"Mississippi","Chickasaw",3810,4175,163,8148,-365,"0%"
"Mississippi","Choctaw",1185,3001,39,4225,-1816,"0%"
"Mississippi","Claiborne",3772,603,78,4453,3169,"1%"
"Mississippi","Clarke",2838,5417,92,8347,-2579,"0%"
"Mississippi","Clay",5844,4181,181,10206,1663,"1%"
"Mississippi","Coahoma",6130,2400,112,8642,3730,"0%"
"Mississippi","Copiah",6470,6250,177,12897,220,"0%"
"Mississippi","Covington",3416,5854,101,9371,-2438,"0%"
"Mississippi","DeSoto",28265,46462,1521,76248,-18197,"0%"
"Mississippi","Forrest",13755,17290,680,31725,-3535,"0%"
"Mississippi","Franklin",1480,2923,61,4464,-1443,"0%"
"Mississippi","George",1218,9713,133,11064,-8495,"0%"
"Mississippi","Greene",966,4794,56,5816,-3828,"0%"
"Mississippi","Grenada",4734,6081,104,10919,-1347,"2%"
"Mississippi","Hancock",4504,16132,321,20957,-11628,"0%"
"Mississippi","Harrison",27728,46822,1315,75865,-19094,"0%"
"Mississippi","Hinds",73550,25141,1500,100191,48409,"14%"
"Mississippi","Holmes",6588,1369,158,8115,5219,"0%"
"Mississippi","Humphreys",3016,1118,55,4189,1898,"0%"
"Mississippi","Issaquena",355,308,13,676,47,"1%"
"Mississippi","Itawamba",1249,9438,139,10826,-8189,"0%"
"Mississippi","Jackson",17375,36295,953,54623,-18920,"0%"
"Mississippi","Jasper",4341,4302,99,8742,39,"0%"
"Mississippi","Jeff Davis",3599,2534,80,6213,1065,"0%"
"Mississippi","Jefferson",3327,531,53,3911,2796,"0%"
"Mississippi","Jones",8517,21226,348,30091,-12709,"0%"
"Mississippi","Kemper",2887,1787,58,4732,1100,"0%"
"Mississippi","Lafayette",10070,12949,462,23481,-2879,"0%"
"Mississippi","Lamar",7340,20704,482,28526,-13364,"0%"
"Mississippi","Lauderdale",12960,17967,339,31266,-5007,"0%"
"Mississippi","Lawrence",2260,4285,72,6617,-2025,"0%"
"Mississippi","Leake",3897,5228,79,9204,-1331,"0%"
"Mississippi","Lee",12189,24207,607,37003,-12018,"5%"
"Mississippi","Leflore",7648,3129,116,10893,4519,"0%"
"Mississippi","Lincoln",5040,11596,182,16818,-6556,"0%"
"Mississippi","Lowndes",13087,13800,386,27273,-713,"0%"
"Mississippi","Madison",24440,31091,804,56335,-6651,"0%"
"Mississippi","Marion",3787,8273,134,12194,-4486,"0%"
"Mississippi","Marshall",8057,7566,207,15830,491,"0%"
"Mississippi","Monroe",5874,11177,228,17279,-5303,"0%"
"Mississippi","Montgomery",2121,2917,40,5078,-796,"0%"
"Mississippi","Neshoba",3260,8320,140,11720,-5060,"0%"
"Mississippi","Newton",3075,6997,117,10189,-3922,"0%"
"Mississippi","Noxubee",4040,1240,61,5341,2800,"0%"
"Mississippi","Oktibbeha",10299,9004,509,19812,1295,"0%"
"Mississippi","Panola",7403,8060,172,15635,-657,"0%"
"Mississippi","Pearl River",4148,19595,313,24056,-15447,"0%"
"Mississippi","Perry",1362,4500,60,5922,-3138,"0%"
"Mississippi","Pike",8646,8479,235,17360,167,"0%"
"Mississippi","Pontotoc",2614,11550,213,14377,-8936,"0%"
"Mississippi","Prentiss",2139,8312,137,10588,-6173,"0%"
"Mississippi","Quitman",2150,1026,53,3229,1124,"0%"
"Mississippi","Rankin",18847,50895,913,70655,-32048,"0%"
"Mississippi","Scott",4330,6285,129,10744,-1955,"0%"
"Mississippi","Sharkey",1465,688,30,2183,777,"0%"
"Mississippi","Simpson",4037,7635,148,11820,-3598,"0%"
"Mississippi","Smith",1791,6458,78,8327,-4667,"0%"
"Mississippi","Stone",1802,5964,112,7878,-4162,"0%"
"Mississippi","Sunflower",6781,2799,103,9683,3982,"0%"
"Mississippi","Tallahatchie",3105,2488,98,5691,617,"0%"
"Mississippi","Tate",4183,8707,211,13101,-4524,"0%"
"Mississippi","Tippah",1937,8054,111,10102,-6117,"0%"
"Mississippi","Tishomingo",1059,7933,155,9147,-6874,"0%"
"Mississippi","Tunica",2580,926,59,3565,1654,"0%"
"Mississippi","Union",2160,10373,150,12683,-8213,"0%"
"Mississippi","Walthall",2835,4220,67,7122,-1385,"4%"
"Mississippi","Warren",10442,10365,249,21056,77,"0%"
"Mississippi","Washington",12503,5300,222,18025,7203,"0%"
"Mississippi","Wayne",3624,6307,134,10065,-2683,"0%"
"Mississippi","Webster",1043,4291,68,5402,-3248,"0%"
"Mississippi","Wilkinson",2749,1324,57,4130,1425,"0%"
"Mississippi","Winston",4040,5112,92,9244,-1072,"0%"
"Mississippi","Yalobusha",2785,3671,82,6538,-886,"0%"
"Mississippi","Yazoo",5496,4832,113,10441,664,"0%"
"Montana","Beaverhead",1608,3923,130,5661,-2315,"0%"
"Montana","Big Horn",2491,2207,86,4784,284,"0%"
"Montana","Blaine",1589,1469,59,3117,120,"1%"
"Montana","Broadwater",835,3173,89,4097,-2338,"0%"
"Montana","Carbon",2421,4468,212,7101,-2047,"0%"
"Montana","Carter",74,775,15,864,-701,"0%"
"Montana","Cascade",15456,23315,1114,39885,-7859,"0%"
"Montana","Chouteau",991,1891,92,2974,-900,"1%"
"Montana","Custer",1514,4205,164,5883,-2691,"0%"
"Montana","Daniels",195,799,20,1014,-604,"2%"
"Montana","Dawson",962,3758,117,4837,-2796,"0%"
"Montana","Deer Lodge",2562,2186,143,4891,376,"0%"
"Montana","Fallon",172,1375,28,1575,-1203,"0%"
"Montana","Fergus",1496,4869,166,6531,-3373,"0%"
"Montana","Flathead",20274,38321,1663,60258,-18047,"0%"
"Montana","Gallatin",37044,31696,2767,71507,5348,"0%"
"Montana","Garfield",41,764,8,813,-723,"0%"
"Montana","Glacier",3610,1884,145,5639,1726,"1%"
"Montana","Golden Valley",78,414,11,503,-336,"0%"
"Montana","Granite",638,1419,45,2102,-781,"0%"
"Montana","Hill",2981,3957,244,7182,-976,"1%"
"Montana","Jefferson",2625,5345,221,8191,-2720,"0%"
"Montana","Judith Basin",275,1040,29,1344,-765,"0%"
"Montana","Lake",6916,9322,388,16626,-2406,"0%"
"Montana","Lewis and Clark",19743,21409,1333,42485,-1666,"0%"
"Montana","Liberty",249,821,13,1083,-572,"0%"
"Montana","Lincoln",2835,8672,240,11747,-5837,"0%"
"Montana","Madison",1771,4191,151,6113,-2420,"0%"
"Montana","McCone",155,956,NA,1128,-801,"0%"
"Montana","Meagher",258,833,19,1110,-575,"1%"
"Montana","Mineral",686,1828,49,2563,-1142,"0%"
"Montana","Missoula",43357,26347,2282,71986,17010,"0%"
"Montana","Musselshell",413,2423,45,2881,-2010,"0%"
"Montana","Park",5280,6025,313,11618,-745,"0%"
"Montana","Petroleum",39,298,14,351,-259,"0%"
"Montana","Phillips",416,1936,34,2386,-1520,"0%"
"Montana","Pondera",903,2031,61,2995,-1128,"0%"
"Montana","Powder River",154,970,12,1136,-816,"0%"
"Montana","Powell",752,2355,88,3195,-1603,"0%"
"Montana","Prairie",126,603,15,744,-477,"0%"
"Montana","Ravalli",8763,19114,630,28507,-10351,"0%"
"Montana","Richland",875,4800,123,5798,-3925,"0%"
"Montana","Roosevelt",1910,1996,122,4028,-86,"0%"
"Montana","Rosebud",1199,2486,99,3784,-1287,"0%"
"Montana","Sanders",1820,5660,172,7652,-3840,"0%"
"Montana","Sheridan",574,1403,53,2030,-829,"0%"
"Montana","Silver Bow",10392,7745,690,18827,2647,"0%"
"Montana","Stillwater",1156,4462,123,5741,-3306,"0%"
"Montana","Sweet Grass",549,1840,57,2446,-1291,"1%"
"Montana","Teton",1007,2608,80,3695,-1601,"0%"
"Montana","Toole",467,1596,60,2123,-1129,"0%"
"Montana","Treasure",78,373,NA,460,-295,"1%"
"Montana","Valley",1030,3135,107,4272,-2105,"0%"
"Montana","Wheatland",225,823,20,1068,-598,"0%"
"Montana","Wibaux",77,516,5,598,-439,"0%"
"Montana","Yellowstone",30679,50772,2370,83821,-20093,"0%"
"North Carolina","Alamance",38825,46056,1210,86091,-7231,"0%"
"North Carolina","Alexander",4145,15888,203,20236,-11743,"0%"
"North Carolina","Alleghany",1486,4527,63,6076,-3041,"0%"
"North Carolina","Anson",5789,5321,84,11194,468,"0%"
"North Carolina","Ashe",4164,11451,199,15814,-7287,"0%"
"North Carolina","Avery",2191,7172,95,9458,-4981,"0%"
"North Carolina","Beaufort",9633,16437,245,26315,-6804,"0%"
"North Carolina","Bertie",5939,3817,59,9815,2122,"0%"
"North Carolina","Bladen",7326,9676,123,17125,-2350,"0%"
"North Carolina","Brunswick",33310,55850,1015,90175,-22540,"0%"
"North Carolina","Buncombe",96515,62412,2642,161569,34103,"0%"
"North Carolina","Burke",13118,31019,465,44602,-17901,"0%"
"North Carolina","Cabarrus",52162,63237,1828,117227,-11075,"0%"
"North Carolina","Caldwell",10245,32119,465,42829,-21874,"0%"
"North Carolina","Camden",1537,4312,104,5953,-2775,"0%"
"North Carolina","Carteret",12093,30028,574,42695,-17935,"0%"
"North Carolina","Caswell",4860,7089,102,12051,-2229,"0%"
"North Carolina","Catawba",25689,56588,1148,83425,-30899,"0%"
"North Carolina","Chatham",26787,21186,626,48599,5601,"0%"
"North Carolina","Cherokee",3583,12628,212,16423,-9045,"0%"
"North Carolina","Chowan",3247,4471,66,7784,-1224,"0%"
"North Carolina","Clay",1699,5112,82,6893,-3413,"0%"
"North Carolina","Cleveland",16955,33798,555,51308,-16843,"0%"
"North Carolina","Columbus",9446,16832,168,26446,-7386,"0%"
"North Carolina","Craven",21148,31032,885,53065,-9884,"0%"
"North Carolina","Cumberland",84469,60032,2649,147150,24437,"0%"
"North Carolina","Currituck",4195,11657,295,16147,-7462,"0%"
"North Carolina","Dare",9936,13938,358,24232,-4002,"0%"
"North Carolina","Davidson",22636,64658,1220,88514,-42022,"0%"
"North Carolina","Davie",6713,18228,370,25311,-11515,"0%"
"North Carolina","Duplin",8767,13793,155,22715,-5026,"0%"
"North Carolina","Durham",144688,32459,2767,179914,112229,"0%"
"North Carolina","Edgecombe",16089,9206,182,25477,6883,"0%"
"North Carolina","Forsyth",113029,85060,3173,201262,27969,"0%"
"North Carolina","Franklin",15882,20904,571,37357,-5022,"0%"
"North Carolina","Gaston",40959,73033,1506,115498,-32074,"0%"
"North Carolina","Gates",2546,3367,58,5971,-821,"0%"
"North Carolina","Graham",905,3710,50,4665,-2805,"0%"
"North Carolina","Granville",14565,16647,386,31598,-2082,"0%"
"North Carolina","Greene",3832,4874,47,8753,-1042,"0%"
"North Carolina","Guilford",173086,107294,4106,284486,65792,"0%"
"North Carolina","Halifax",15545,10080,134,25759,5465,"0%"
"North Carolina","Harnett",22093,35177,1023,58293,-13084,"0%"
"North Carolina","Haywood",13144,22834,564,36542,-9690,"0%"
"North Carolina","Henderson",27211,40032,1128,68371,-12821,"0%"
"North Carolina","Hertford",7097,3479,58,10634,3618,"0%"
"North Carolina","Hoke",11804,9453,382,21639,2351,"2%"
"North Carolina","Hyde",1046,1418,28,2492,-372,"0%"
"North Carolina","Iredell",33888,67010,1473,102371,-33122,"0%"
"North Carolina","Jackson",9591,11356,481,21428,-1765,"0%"
"North Carolina","Johnston",41261,68354,1747,111362,-27093,"0%"
"North Carolina","Jones",2197,3280,48,5525,-1083,"0%"
"North Carolina","Lee",12143,16469,396,29008,-4326,"0%"
"North Carolina","Lenoir",13605,14590,214,28409,-985,"0%"
"North Carolina","Lincoln",13274,36341,602,50217,-23067,"0%"
"North Carolina","Macon",6230,14211,302,20743,-7981,"0%"
"North Carolina","Madison",4901,7979,196,13076,-3078,"0%"
"North Carolina","Martin",5911,6532,97,12540,-621,"0%"
"North Carolina","McDowell",5832,16883,288,23003,-11051,"0%"
"North Carolina","Mecklenburg",378107,179211,9735,567053,198896,"0%"
"North Carolina","Mitchell",1867,7090,84,9041,-5223,"0%"
"North Carolina","Montgomery",4327,8411,111,12849,-4084,"0%"
"North Carolina","Moore",20779,36764,796,58339,-15985,"0%"
"North Carolina","Nash",25947,25827,497,52271,120,"0%"
"North Carolina","New Hanover",66146,63333,2361,131840,2813,"0%"
"North Carolina","Northampton",6069,3989,51,10109,2080,"0%"
"North Carolina","Onslow",24266,46078,1891,72235,-21812,"0%"
"North Carolina","Orange",63594,20176,1227,84997,43418,"0%"
"North Carolina","Pamlico",2713,4849,69,7631,-2136,"0%"
"North Carolina","Pasquotank",9832,9770,295,19897,62,"0%"
"North Carolina","Pender",11723,21956,490,34169,-10233,"0%"
"North Carolina","Perquimans",2492,4903,89,7484,-2411,"0%"
"North Carolina","Person",8465,13184,245,21894,-4719,"0%"
"North Carolina","Pitt",47252,38982,1339,87573,8270,"0%"
"North Carolina","Polk",4518,7689,151,12358,-3171,"0%"
"North Carolina","Randolph",15618,56894,804,73316,-41276,"0%"
"North Carolina","Richmond",8754,11830,179,20763,-3076,"0%"
"North Carolina","Robeson",19020,27806,362,47188,-8786,"0%"
"North Carolina","Rockingham",15992,31301,516,47809,-15309,"0%"
"North Carolina","Rowan",23114,49297,997,73408,-26183,"0%"
"North Carolina","Rutherford",9135,24891,403,34429,-15756,"0%"
"North Carolina","Sampson",10966,17411,241,28618,-6445,"0%"
"North Carolina","Scotland",7186,7473,116,14775,-287,"0%"
"North Carolina","Stanly",8129,25458,352,33939,-17329,"0%"
"North Carolina","Stokes",5286,20143,273,25702,-14857,"0%"
"North Carolina","Surry",8721,27538,379,36638,-18817,"0%"
"North Carolina","Swain",2780,4161,127,7068,-1381,"0%"
"North Carolina","Transylvania",8444,11636,324,20404,-3192,"0%"
"North Carolina","Tyrrell",758,1044,15,1817,-286,"0%"
"North Carolina","Union",48725,80382,1904,131011,-31657,"0%"
"North Carolina","Vance",12431,8391,177,20999,4040,"0%"
"North Carolina","Wake",393336,226197,12297,631830,167139,"0%"
"North Carolina","Warren",6400,3752,141,10293,2648,"0%"
"North Carolina","Washington",3396,2781,28,6205,615,"0%"
"North Carolina","Watauga",17122,14451,647,32220,2671,"0%"
"North Carolina","Wayne",24215,30709,613,55537,-6494,"0%"
"North Carolina","Wilkes",7510,27591,363,35464,-20081,"0%"
"North Carolina","Wilson",20754,19581,400,40735,1173,"0%"
"North Carolina","Yadkin",3763,15933,227,19923,-12170,"0%"
"North Carolina","Yancey",3688,7516,148,11352,-3828,"0%"
"North Dakota","Adams",258,981,30,1269,-723,"0%"
"North Dakota","Barnes",1820,3568,177,5565,-1748,"0%"
"North Dakota","Benson",822,1094,45,1961,-272,"0%"
"North Dakota","Billings",72,541,22,635,-469,"0%"
"North Dakota","Bottineau",821,2575,75,3471,-1754,"0%"
"North Dakota","Bowman",228,1395,34,1657,-1167,"0%"
"North Dakota","Burke",137,994,24,1155,-857,"0%"
"North Dakota","Burleigh",14348,34744,1661,50753,-20396,"0%"
"North Dakota","Cass",40311,42619,3123,86053,-2308,"0%"
"North Dakota","Cavalier",474,1499,47,2020,-1025,"0%"
"North Dakota","Dickey",608,1742,74,2424,-1134,"0%"
"North Dakota","Divide",265,904,33,1202,-639,"0%"
"North Dakota","Dunn",342,1951,45,2338,-1609,"0%"
"North Dakota","Eddy",383,854,24,1261,-471,"0%"
"North Dakota","Emmons",237,1738,34,2009,-1501,"0%"
"North Dakota","Foster",373,1362,43,1778,-989,"0%"
"North Dakota","Golden Valley",137,871,18,1026,-734,"0%"
"North Dakota","Grand Forks",12880,16987,1103,30970,-4107,"0%"
